image_path,card_name,card_number,card_set
dataset/151/151_Pikachu_25.jpg,Pikachu,25,151
dataset/151/151_Raichu_26.jpg,Raichu,26,151
dataset/151/151_Ekans_23.jpg,Ekans,23,151
dataset/151/151_Doduo_84.jpg,Doduo,84,151
dataset/151/151_Pidgey_16.jpg,Pidgey,16,151
dataset/151/151_Nidoking_34.jpg,Nidoking,34,151
dataset/151/151_Kingler_99.jpg,Kingler,99,151
dataset/151/151_Krabby_98.jpg,Krabby,98,151
dataset/151/151_Voltorb_100.jpg,Voltorb,100,151
dataset/151/151_Electrode_101.jpg,Electrode,101,151
dataset/151/151_Exeggcute_102.jpg,Exeggcute,102,151
dataset/151/151_Hitmonchan_107.jpg,Hitmonchan,107,151
dataset/151/151_Exeggutor_103.jpg,Exeggutor,103,151
dataset/151/151_Koffing_109.jpg,Koffing,109,151
dataset/151/151_Hitmonlee_106.jpg,Hitmonlee,106,151
dataset/151/151_Cubone_104.jpg,Cubone,104,151
dataset/151/151_Lickitung_108.jpg,Lickitung,108,151
dataset/151/151_Marowak_105.jpg,Marowak,105,151
dataset/151/151_Seaking_119.jpg,Seaking,119,151
dataset/151/151_Kangaskhan ex_115.jpg,Kangaskhan ex,115,151
dataset/151/151_Magikarp_129.jpg,Magikarp,129,151
dataset/151/151_Scyther_123.jpg,Scyther,123,151
dataset/151/151_Chansey_113.jpg,Chansey,113,151
dataset/151/151_Seadra_117.jpg,Seadra,117,151
dataset/151/151_Horsea_116.jpg,Horsea,116,151
dataset/151/151_Tangela_114.jpg,Tangela,114,151
dataset/151/151_Goldeen_118.jpg,Goldeen,118,151
dataset/151/151_Gyarados_130.jpg,Gyarados,130,151
dataset/151/151_Weezing_110.jpg,Weezing,110,151
dataset/151/151_Pinsir_127.jpg,Pinsir,127,151
dataset/151/151_Magmar_126.jpg,Magmar,126,151
dataset/151/151_Electabuzz_125.jpg,Electabuzz,125,151
dataset/151/151_Staryu_120.jpg,Staryu,120,151
dataset/151/151_Mr. Mime_179.jpg,Mr. Mime,179,151
dataset/151/151_Rhydon_112.jpg,Rhydon,112,151
dataset/151/151_Venusaur ex_182.jpg,Venusaur ex,182,151
dataset/151/151_Machoke_177.jpg,Machoke,177,151
dataset/151/151_Charizard ex_183.jpg,Charizard ex,183,151
dataset/151/151_Lapras_131.jpg,Lapras,131,151
dataset/151/151_Tauros_128.jpg,Tauros,128,151
dataset/151/151_Jynx ex_124.jpg,Jynx ex,124,151
dataset/151/151_Starmie_121.jpg,Starmie,121,151
dataset/151/151_Mr. Mime_122.jpg,Mr. Mime,122,151
dataset/151/151_Omanyte_180.jpg,Omanyte,180,151
dataset/151/151_Nidoking_174.jpg,Nidoking,174,151
dataset/151/151_Poliwhirl_176.jpg,Poliwhirl,176,151
dataset/151/151_Tangela_178.jpg,Tangela,178,151
dataset/151/151_Psyduck_175.jpg,Psyduck,175,151
dataset/151/151_Dragonair_181.jpg,Dragonair,181,151
dataset/151/151_Pikachu_173.jpg,Pikachu,173,151
dataset/151/151_Caterpie_172.jpg,Caterpie,172,151
dataset/151/151_Charmander_168.jpg,Charmander,168,151
dataset/151/151_Wartortle_171.jpg,Wartortle,171,151
dataset/151/151_Ivysaur_167.jpg,Ivysaur,167,151
dataset/151/151_Antique Helix Fossil_153.jpg,Antique Helix Fossil,153,151
dataset/151/151_Rhyhorn_111.jpg,Rhyhorn,111,151
dataset/Paradox Rift/Paradox Rift_Masquerain_2.jpg,Masquerain,2,Paradox Rift
dataset/151/151_Omastar_139.jpg,Omastar,139,151
dataset/Paradox Rift/Paradox Rift_Chien-Pao_57.jpg,Chien-Pao,57,Paradox Rift
dataset/Paradox Rift/Paradox Rift_Dottler_11.jpg,Dottler,11,Paradox Rift
dataset/Scarlet & Violet Black Star Promos/Scarlet & Violet Black Star Promos_Pikachu_101.jpg,Pikachu,101,Scarlet & Violet Black Star Promos
dataset/Paradox Rift/Paradox Rift_Kingdra_32.jpg,Kingdra,32,Paradox Rift
dataset/Paradox Rift/Paradox Rift_Crustle_7.jpg,Crustle,7,Paradox Rift
dataset/Paradox Rift/Paradox Rift_Remoraid_33.jpg,Remoraid,33,Paradox Rift
dataset/Paradox Rift/Paradox Rift_Octillery_34.jpg,Octillery,34,Paradox Rift
dataset/Paradox Rift/Paradox Rift_Wo-Chien_18.jpg,Wo-Chien,18,Paradox Rift
dataset/Paradox Rift/Paradox Rift_Dwebble_6.jpg,Dwebble,6,Paradox Rift
dataset/Paradox Rift/Paradox Rift_Mantyke_39.jpg,Mantyke,39,Paradox Rift
dataset/Paradox Rift/Paradox Rift_Plusle_60.jpg,Plusle,60,Paradox Rift
dataset/Paradox Rift/Paradox Rift_Simisage_5.jpg,Simisage,5,Paradox Rift
dataset/151/151_Mewtwo_150.jpg,Mewtwo,150,151
dataset/151/151_Arbok ex_185.jpg,Arbok ex,185,151
dataset/Paradox Rift/Paradox Rift_Pansage_4.jpg,Pansage,4,Paradox Rift
dataset/Paradox Rift/Paradox Rift_Milotic_36.jpg,Milotic,36,Paradox Rift
dataset/Paradox Rift/Paradox Rift_Surskit_1.jpg,Surskit,1,Paradox Rift
dataset/Scarlet & Violet Black Star Promos/Scarlet & Violet Black Star Promos_Kangaskhan ex_55.jpg,Kangaskhan ex,55,Scarlet & Violet Black Star Promos
dataset/Paradox Rift/Paradox Rift_Pansear_20.jpg,Pansear,20,Paradox Rift
dataset/Paradox Rift/Paradox Rift_Tapu Koko ex_68.jpg,Tapu Koko ex,68,Paradox Rift
dataset/Paradox Rift/Paradox Rift_Oricorio_67.jpg,Oricorio,67,Paradox Rift
dataset/Paradox Rift/Paradox Rift_Iron Moth_28.jpg,Iron Moth,28,Paradox Rift
dataset/Paradox Rift/Paradox Rift_Froslass ex_3.jpg,Froslass ex,3,Paradox Rift
dataset/Scarlet & Violet Black Star Promos/Scarlet & Violet Black Star Promos_Mewtwo_52.jpg,Mewtwo,52,Scarlet & Violet Black Star Promos
dataset/151/151_Zapdos ex_202.jpg,Zapdos ex,202,151
dataset/151/151_Eevee_133.jpg,Eevee,133,151
dataset/151/151_Porygon_137.jpg,Porygon,137,151
dataset/151/151_Kangaskhan ex_190.jpg,Kangaskhan ex,190,151
dataset/151/151_Antique Dome Fossil_152.jpg,Antique Dome Fossil,152,151
dataset/Scarlet & Violet Black Star Promos/Scarlet & Violet Black Star Promos_Quaquaval ex_35.jpg,Quaquaval ex,35,Scarlet & Violet Black Star Promos
dataset/Paradox Rift/Paradox Rift_Seadra_31.jpg,Seadra,31,Paradox Rift
dataset/151/151_Jolteon_135.jpg,Jolteon,135,151
dataset/151/151_Mew ex_193.jpg,Mew ex,193,151
dataset/Scarlet & Violet Black Star Promos/Scarlet & Violet Black Star Promos_Charmander_47.jpg,Charmander,47,Scarlet & Violet Black Star Promos
dataset/Paradox Rift/Paradox Rift_Crocalor_24.jpg,Crocalor,24,Paradox Rift
dataset/151/151_Dragonair_148.jpg,Dragonair,148,151
dataset/151/151_Omanyte_138.jpg,Omanyte,138,151
dataset/Paradox Rift/Paradox Rift_Blitzle_62.jpg,Blitzle,62,Paradox Rift
dataset/151/151_Ditto_132.jpg,Ditto,132,151
dataset/151/151_Moltres_146.jpg,Moltres,146,151
dataset/151/151_Venusaur ex_198.jpg,Venusaur ex,198,151
dataset/Paradox Rift/Paradox Rift_Toedscool_15.jpg,Toedscool,15,Paradox Rift
dataset/151/151_Ninetales ex_186.jpg,Ninetales ex,186,151
dataset/Paradox Rift/Paradox Rift_Nymble_14.jpg,Nymble,14,Paradox Rift
dataset/Paradox Rift/Paradox Rift_Steenee_9.jpg,Steenee,9,Paradox Rift
dataset/151/151_Alakazam ex_201.jpg,Alakazam ex,201,151
dataset/Paradox Rift/Paradox Rift_Galvantula_65.jpg,Galvantula,65,Paradox Rift
dataset/Paradox Rift/Paradox Rift_Orbeetle_12.jpg,Orbeetle,12,Paradox Rift
dataset/Paradox Rift/Paradox Rift_Nymble_13.jpg,Nymble,13,Paradox Rift
dataset/Paradox Rift/Paradox Rift_Volcanion_22.jpg,Volcanion,22,Paradox Rift
dataset/151/151_Wigglytuff ex_187.jpg,Wigglytuff ex,187,151
dataset/Paradox Rift/Paradox Rift_Feebas_35.jpg,Feebas,35,Paradox Rift
dataset/Paradox Rift/Paradox Rift_Magby_19.jpg,Magby,19,Paradox Rift
dataset/Scarlet & Violet Black Star Promos/Scarlet & Violet Black Star Promos_Snorlax_51.jpg,Snorlax,51,Scarlet & Violet Black Star Promos
dataset/Paradox Rift/Paradox Rift_Horsea_30.jpg,Horsea,30,Paradox Rift
dataset/Paradox Rift/Paradox Rift_Toedscool_16.jpg,Toedscool,16,Paradox Rift
dataset/151/151_Squirtle_170.jpg,Squirtle,170,151
dataset/Paradox Rift/Paradox Rift_Blipbug_10.jpg,Blipbug,10,Paradox Rift
dataset/Paradox Rift/Paradox Rift_Charcadet_25.jpg,Charcadet,25,Paradox Rift
dataset/Paradox Rift/Paradox Rift_Chi-Yu_29.jpg,Chi-Yu,29,Paradox Rift
dataset/Paradox Rift/Paradox Rift_Garchomp ex_38.jpg,Garchomp ex,38,Paradox Rift
dataset/151/151_Aerodactyl_142.jpg,Aerodactyl,142,151
dataset/Scarlet & Violet Black Star Promos/Scarlet & Violet Black Star Promos_Squirtle_48.jpg,Squirtle,48,Scarlet & Violet Black Star Promos
dataset/Paradox Rift/Paradox Rift_Armarouge ex_27.jpg,Armarouge ex,27,Paradox Rift
dataset/Paradox Rift/Paradox Rift_Bounsweet_8.jpg,Bounsweet,8,Paradox Rift
dataset/Paradox Rift/Paradox Rift_Iron Hands ex_70.jpg,Iron Hands ex,70,Paradox Rift
dataset/151/151_Dratini_147.jpg,Dratini,147,151
dataset/Scarlet & Violet Black Star Promos/Scarlet & Violet Black Star Promos_Greninja ex_54.jpg,Greninja ex,54,Scarlet & Violet Black Star Promos
dataset/151/151_Golem ex_189.jpg,Golem ex,189,151
dataset/151/151_Snorlax_143.jpg,Snorlax,143,151
dataset/151/151_Alakazam ex_188.jpg,Alakazam ex,188,151
dataset/151/151_Vaporeon_134.jpg,Vaporeon,134,151
dataset/151/151_Flareon_136.jpg,Flareon,136,151
dataset/151/151_Blastoise ex_184.jpg,Blastoise ex,184,151
dataset/Paradox Rift/Paradox Rift_Simisear_21.jpg,Simisear,21,Paradox Rift
dataset/151/151_Bulbasaur_166.jpg,Bulbasaur,166,151
dataset/151/151_Charmeleon_169.jpg,Charmeleon,169,151
dataset/151/151_Jynx ex_191.jpg,Jynx ex,191,151
dataset/151/151_Mew ex_151.jpg,Mew ex,151,151
dataset/151/151_Kabutops_141.jpg,Kabutops,141,151
dataset/Paradox Rift/Paradox Rift_Fuecoco_23.jpg,Fuecoco,23,Paradox Rift
dataset/Scarlet & Violet Black Star Promos/Scarlet & Violet Black Star Promos_Bulbasaur_46.jpg,Bulbasaur,46,Scarlet & Violet Black Star Promos
dataset/Scarlet & Violet Black Star Promos/Scarlet & Violet Black Star Promos_Mew ex_53.jpg,Mew ex,53,Scarlet & Violet Black Star Promos
dataset/Scarlet & Violet Black Star Promos/Scarlet & Violet Black Star Promos_Alakazam ex_50.jpg,Alakazam ex,50,Scarlet & Violet Black Star Promos
dataset/151/151_Charizard ex_199.jpg,Charizard ex,199,151
dataset/151/151_Blastoise ex_200.jpg,Blastoise ex,200,151
dataset/151/151_Dragonite_149.jpg,Dragonite,149,151
dataset/Paradox Rift/Paradox Rift_Toedscruel_17.jpg,Toedscruel,17,Paradox Rift
dataset/151/151_Zapdos ex_192.jpg,Zapdos ex,192,151
dataset/Scarlet & Violet Black Star Promos/Scarlet & Violet Black Star Promos_Zapdos ex_49.jpg,Zapdos ex,49,Scarlet & Violet Black Star Promos
dataset/151/151_Mew ex_205.jpg,Mew ex,205,151
dataset/151/151_Antique Old Amber_154.jpg,Antique Old Amber,154,151
dataset/Paradox Rift/Paradox Rift_Charcadet_26.jpg,Charcadet,26,Paradox Rift
dataset/Scarlet & Violet Black Star Promos/Scarlet & Violet Black Star Promos_Meowscarada ex_33.jpg,Meowscarada ex,33,Scarlet & Violet Black Star Promos
dataset/151/151_Articuno_144.jpg,Articuno,144,151
dataset/151/151_Zapdos ex_145.jpg,Zapdos ex,145,151
dataset/Scarlet & Violet Black Star Promos/Scarlet & Violet Black Star Promos_Skeledirge ex_34.jpg,Skeledirge ex,34,Scarlet & Violet Black Star Promos
dataset/151/151_Kabuto_140.jpg,Kabuto,140,151
dataset/Paradox Rift/Paradox Rift_Wimpod_47.jpg,Wimpod,47,Paradox Rift
dataset/Paradox Rift/Paradox Rift_Iron Bundle_56.jpg,Iron Bundle,56,Paradox Rift
dataset/Paradox Rift/Paradox Rift_Palkia_40.jpg,Palkia,40,Paradox Rift
dataset/Paradox Rift/Paradox Rift_Veluza_54.jpg,Veluza,54,Paradox Rift
dataset/Paradox Rift/Paradox Rift_Vanillish_44.jpg,Vanillish,44,Paradox Rift
dataset/Paradox Rift/Paradox Rift_Latios_73.jpg,Latios,73,Paradox Rift
dataset/Paradox Rift/Paradox Rift_Simipour_42.jpg,Simipour,42,Paradox Rift
dataset/Paradox Rift/Paradox Rift_Tsareena ex_46.jpg,Tsareena ex,46,Paradox Rift
dataset/Paradox Rift/Paradox Rift_Vanillite_43.jpg,Vanillite,43,Paradox Rift
dataset/Paradox Rift/Paradox Rift_Xatu_72.jpg,Xatu,72,Paradox Rift
dataset/Paradox Rift/Paradox Rift_Snorunt_37.jpg,Snorunt,37,Paradox Rift
dataset/Paradox Rift/Paradox Rift_Panpour_41.jpg,Panpour,41,Paradox Rift
dataset/Paradox Rift/Paradox Rift_Toxel_69.jpg,Toxel,69,Paradox Rift
dataset/Paradox Rift/Paradox Rift_Zekrom_66.jpg,Zekrom,66,Paradox Rift
dataset/Paradox Rift/Paradox Rift_Joltik_64.jpg,Joltik,64,Paradox Rift
dataset/Paradox Rift/Paradox Rift_Zebstrika_63.jpg,Zebstrika,63,Paradox Rift
dataset/Paradox Rift/Paradox Rift_Golisopod_49.jpg,Golisopod,49,Paradox Rift
dataset/Paradox Rift/Paradox Rift_Mewtwo ex_58.jpg,Mewtwo ex,58,Paradox Rift
dataset/Paradox Rift/Paradox Rift_Elekid_59.jpg,Elekid,59,Paradox Rift
dataset/Paradox Rift/Paradox Rift_Wimpod_48.jpg,Wimpod,48,Paradox Rift
dataset/Paradox Rift/Paradox Rift_Wiglett_52.jpg,Wiglett,52,Paradox Rift
dataset/Paradox Rift/Paradox Rift_Dondozo_55.jpg,Dondozo,55,Paradox Rift
dataset/Paradox Rift/Paradox Rift_Wiglett_51.jpg,Wiglett,51,Paradox Rift
dataset/Paradox Rift/Paradox Rift_Minun_61.jpg,Minun,61,Paradox Rift
dataset/Paradox Rift/Paradox Rift_Vanilluxe_45.jpg,Vanilluxe,45,Paradox Rift
dataset/Paradox Rift/Paradox Rift_Natu_71.jpg,Natu,71,Paradox Rift
dataset/Paradox Rift/Paradox Rift_Flittle_80.jpg,Flittle,80,Paradox Rift
dataset/Paradox Rift/Paradox Rift_Gourgeist_78.jpg,Gourgeist,78,Paradox Rift
dataset/Paradox Rift/Paradox Rift_Tinkatuff_84.jpg,Tinkatuff,84,Paradox Rift
dataset/Paradox Rift/Paradox Rift_Yamask_75.jpg,Yamask,75,Paradox Rift
dataset/Paradox Rift/Paradox Rift_Gimmighoul_88.jpg,Gimmighoul,88,Paradox Rift
dataset/Paradox Rift/Paradox Rift_Gimmighoul_87.jpg,Gimmighoul,87,Paradox Rift
dataset/Paradox Rift/Paradox Rift_Minior_99.jpg,Minior,99,Paradox Rift
dataset/Paradox Rift/Paradox Rift_Espathra_81.jpg,Espathra,81,Paradox Rift
dataset/Paradox Rift/Paradox Rift_Tinkatink_83.jpg,Tinkatink,83,Paradox Rift
dataset/Paradox Rift/Paradox Rift_Scream Tail_86.jpg,Scream Tail,86,Paradox Rift
dataset/Paradox Rift/Paradox Rift_Flittle_79.jpg,Flittle,79,Paradox Rift
dataset/Paradox Rift/Paradox Rift_Flamigo_106.jpg,Flamigo,106,Paradox Rift
dataset/Paradox Rift/Paradox Rift_Tinkaton_85.jpg,Tinkaton,85,Paradox Rift
dataset/Paradox Rift/Paradox Rift_Zubat_110.jpg,Zubat,110,Paradox Rift
dataset/Paradox Rift/Paradox Rift_Cofagrigus ex_76.jpg,Cofagrigus ex,76,Paradox Rift
dataset/Paradox Rift/Paradox Rift_Pumpkaboo_77.jpg,Pumpkaboo,77,Paradox Rift
dataset/Paradox Rift/Paradox Rift_Deoxys_74.jpg,Deoxys,74,Paradox Rift
dataset/Paradox Rift/Paradox Rift_Tinkatink_82.jpg,Tinkatink,82,Paradox Rift
dataset/Paradox Rift/Paradox Rift_Wugtrio_53.jpg,Wugtrio,53,Paradox Rift
dataset/Paradox Rift/Paradox Rift_Golisopod ex_50.jpg,Golisopod ex,50,Paradox Rift
dataset/Paradox Rift/Paradox Rift_Gligar_91.jpg,Gligar,91,Paradox Rift
dataset/Paradox Rift/Paradox Rift_Onix_90.jpg,Onix,90,Paradox Rift
dataset/Paradox Rift/Paradox Rift_Purrloin_114.jpg,Purrloin,114,Paradox Rift
dataset/Paradox Rift/Paradox Rift_Trubbish_116.jpg,Trubbish,116,Paradox Rift
dataset/Paradox Rift/Paradox Rift_Porygon-Z_144.jpg,Porygon-Z,144,Paradox Rift
dataset/Paradox Rift/Paradox Rift_Doublade_132.jpg,Doublade,132,Paradox Rift
dataset/Paradox Rift/Paradox Rift_Aipom_145.jpg,Aipom,145,Paradox Rift
dataset/Paradox Rift/Paradox Rift_Gabite_95.jpg,Gabite,95,Paradox Rift
dataset/Paradox Rift/Paradox Rift_Honedge_130.jpg,Honedge,130,Paradox Rift
dataset/Paradox Rift/Paradox Rift_Durant_129.jpg,Durant,129,Paradox Rift
dataset/Paradox Rift/Paradox Rift_Groudon_93.jpg,Groudon,93,Paradox Rift
dataset/Paradox Rift/Paradox Rift_Whismur_148.jpg,Whismur,148,Paradox Rift
dataset/Paradox Rift/Paradox Rift_Veluza_192.jpg,Veluza,192,Paradox Rift
dataset/Paradox Rift/Paradox Rift_Dottler_184.jpg,Dottler,184,Paradox Rift
dataset/Paradox Rift/Paradox Rift_Altaria ex_140.jpg,Altaria ex,140,Paradox Rift
dataset/Paradox Rift/Paradox Rift_Aegislash ex_135.jpg,Aegislash ex,135,Paradox Rift
dataset/Paradox Rift/Paradox Rift_Ambipom_146.jpg,Ambipom,146,Paradox Rift
dataset/Paradox Rift/Paradox Rift_Plusle_193.jpg,Plusle,193,Paradox Rift
dataset/Paradox Rift/Paradox Rift_Technical Machine: Evolution_178.jpg,Technical Machine: Evolution,178,Paradox Rift
dataset/Paradox Rift/Paradox Rift_Technical Machine: Blindside_176.jpg,Technical Machine: Blindside,176,Paradox Rift
dataset/Paradox Rift/Paradox Rift_Hoopa ex_98.jpg,Hoopa ex,98,Paradox Rift
dataset/Paradox Rift/Paradox Rift_Mienshao_97.jpg,Mienshao,97,Paradox Rift
dataset/Paradox Rift/Paradox Rift_Magby_186.jpg,Magby,186,Paradox Rift
dataset/Paradox Rift/Paradox Rift_Skeledirge ex_137.jpg,Skeledirge ex,137,Paradox Rift
dataset/Paradox Rift/Paradox Rift_Loudred_149.jpg,Loudred,149,Paradox Rift
dataset/Paradox Rift/Paradox Rift_Iron Valiant ex_225.jpg,Iron Valiant ex,225,Paradox Rift
dataset/Paradox Rift/Paradox Rift_Tatsugiri_141.jpg,Tatsugiri,141,Paradox Rift
dataset/Paradox Rift/Paradox Rift_Aipom_211.jpg,Aipom,211,Paradox Rift
dataset/Paradox Rift/Paradox Rift_Porygon2_143.jpg,Porygon2,143,Paradox Rift
dataset/Paradox Rift/Paradox Rift_Swablu_213.jpg,Swablu,213,Paradox Rift
dataset/Paradox Rift/Paradox Rift_Morpeko_121.jpg,Morpeko,121,Paradox Rift
dataset/Paradox Rift/Paradox Rift_Doublade_133.jpg,Doublade,133,Paradox Rift
dataset/Paradox Rift/Paradox Rift_Technical Machine: Turbo Energize_179.jpg,Technical Machine: Turbo Energize,179,Paradox Rift
dataset/Paradox Rift/Paradox Rift_Aegislash_134.jpg,Aegislash,134,Paradox Rift
dataset/Paradox Rift/Paradox Rift_Brute Bonnet_123.jpg,Brute Bonnet,123,Paradox Rift
dataset/Paradox Rift/Paradox Rift_Gliscor_92.jpg,Gliscor,92,Paradox Rift
dataset/Paradox Rift/Paradox Rift_Orthworm_138.jpg,Orthworm,138,Paradox Rift
dataset/Paradox Rift/Paradox Rift_Ting-Lu_109.jpg,Ting-Lu,109,Paradox Rift
dataset/Paradox Rift/Paradox Rift_Steelix_125.jpg,Steelix,125,Paradox Rift
dataset/Paradox Rift/Paradox Rift_Slither Wing_203.jpg,Slither Wing,203,Paradox Rift
dataset/Paradox Rift/Paradox Rift_Crustle_183.jpg,Crustle,183,Paradox Rift
dataset/Paradox Rift/Paradox Rift_Ferrothorn_209.jpg,Ferrothorn,209,Paradox Rift
dataset/Paradox Rift/Paradox Rift_Tsareena ex_220.jpg,Tsareena ex,220,Paradox Rift
dataset/Paradox Rift/Paradox Rift_Crobat_112.jpg,Crobat,112,Paradox Rift
dataset/Paradox Rift/Paradox Rift_Altaria ex_232.jpg,Altaria ex,232,Paradox Rift
dataset/Paradox Rift/Paradox Rift_Minun_194.jpg,Minun,194,Paradox Rift
dataset/Paradox Rift/Paradox Rift_Klawf_105.jpg,Klawf,105,Paradox Rift
dataset/Paradox Rift/Paradox Rift_Maushold ex_155.jpg,Maushold ex,155,Paradox Rift
dataset/Paradox Rift/Paradox Rift_Armarouge ex_218.jpg,Armarouge ex,218,Paradox Rift
dataset/Paradox Rift/Paradox Rift_Nickit_119.jpg,Nickit,119,Paradox Rift
dataset/Paradox Rift/Paradox Rift_Golbat_111.jpg,Golbat,111,Paradox Rift
dataset/Paradox Rift/Paradox Rift_Exploud_150.jpg,Exploud,150,Paradox Rift
dataset/Paradox Rift/Paradox Rift_Bombirdier ex_156.jpg,Bombirdier ex,156,Paradox Rift
dataset/Paradox Rift/Paradox Rift_Ferroseed_127.jpg,Ferroseed,127,Paradox Rift
dataset/Paradox Rift/Paradox Rift_Garbodor_204.jpg,Garbodor,204,Paradox Rift
dataset/Paradox Rift/Paradox Rift_Tandemaus_153.jpg,Tandemaus,153,Paradox Rift
dataset/Paradox Rift/Paradox Rift_Iron Moth_187.jpg,Iron Moth,187,Paradox Rift
dataset/Paradox Rift/Paradox Rift_Yveltal_118.jpg,Yveltal,118,Paradox Rift
dataset/Paradox Rift/Paradox Rift_Lokix_122.jpg,Lokix,122,Paradox Rift
dataset/Paradox Rift/Paradox Rift_Gible_94.jpg,Gible,94,Paradox Rift
dataset/Paradox Rift/Paradox Rift_Toxtricity ex_227.jpg,Toxtricity ex,227,Paradox Rift
dataset/Paradox Rift/Paradox Rift_Sandy Shocks ex_108.jpg,Sandy Shocks ex,108,Paradox Rift
dataset/Paradox Rift/Paradox Rift_Iron Jugulis_158.jpg,Iron Jugulis,158,Paradox Rift
dataset/Paradox Rift/Paradox Rift_Zacian_136.jpg,Zacian,136,Paradox Rift
dataset/Paradox Rift/Paradox Rift_Slither Wing_107.jpg,Slither Wing,107,Paradox Rift
dataset/Paradox Rift/Paradox Rift_Technical Machine: Devolution_177.jpg,Technical Machine: Devolution,177,Paradox Rift
dataset/Paradox Rift/Paradox Rift_Toxtricity ex_100.jpg,Toxtricity ex,100,Paradox Rift
dataset/Paradox Rift/Paradox Rift_Espathra_197.jpg,Espathra,197,Paradox Rift
dataset/Paradox Rift/Paradox Rift_Mienfoo_96.jpg,Mienfoo,96,Paradox Rift
dataset/Paradox Rift/Paradox Rift_Hoopa ex_226.jpg,Hoopa ex,226,Paradox Rift
dataset/Paradox Rift/Paradox Rift_Thievul_120.jpg,Thievul,120,Paradox Rift
dataset/Paradox Rift/Paradox Rift_Mantyke_189.jpg,Mantyke,189,Paradox Rift
dataset/Paradox Rift/Paradox Rift_Absol_113.jpg,Absol,113,Paradox Rift
dataset/Paradox Rift/Paradox Rift_Garganacl_104.jpg,Garganacl,104,Paradox Rift
dataset/Paradox Rift/Paradox Rift_Garbodor_117.jpg,Garbodor,117,Paradox Rift
dataset/Paradox Rift/Paradox Rift_Wimpod_191.jpg,Wimpod,191,Paradox Rift
dataset/Paradox Rift/Paradox Rift_Roaring Moon ex_124.jpg,Roaring Moon ex,124,Paradox Rift
dataset/Paradox Rift/Paradox Rift_Aegislash_210.jpg,Aegislash,210,Paradox Rift
dataset/Paradox Rift/Paradox Rift_Tandemaus_154.jpg,Tandemaus,154,Paradox Rift
dataset/Paradox Rift/Paradox Rift_Nacli_101.jpg,Nacli,101,Paradox Rift
dataset/Paradox Rift/Paradox Rift_Nacli_102.jpg,Nacli,102,Paradox Rift
dataset/Paradox Rift/Paradox Rift_Spinda_151.jpg,Spinda,151,Paradox Rift
dataset/Paradox Rift/Paradox Rift_Naclstack_103.jpg,Naclstack,103,Paradox Rift
dataset/Paradox Rift/Paradox Rift_Ferrothorn_128.jpg,Ferrothorn,128,Paradox Rift
dataset/Paradox Rift/Paradox Rift_Joltik_196.jpg,Joltik,196,Paradox Rift
dataset/Paradox Rift/Paradox Rift_Iron Jugulis_216.jpg,Iron Jugulis,216,Paradox Rift
dataset/Paradox Rift/Paradox Rift_Yveltal_205.jpg,Yveltal,205,Paradox Rift
dataset/Paradox Rift/Paradox Rift_Cyclizar_157.jpg,Cyclizar,157,Paradox Rift
dataset/Paradox Rift/Paradox Rift_Iron Valiant ex_89.jpg,Iron Valiant ex,89,Paradox Rift
dataset/Paradox Rift/Paradox Rift_Minior_201.jpg,Minior,201,Paradox Rift
dataset/Paradox Rift/Paradox Rift_Porygon_142.jpg,Porygon,142,Paradox Rift
dataset/Paradox Rift/Paradox Rift_Swablu_152.jpg,Swablu,152,Paradox Rift
dataset/Paradox Rift/Paradox Rift_Toedscruel_185.jpg,Toedscruel,185,Paradox Rift
dataset/Paradox Rift/Paradox Rift_Snorunt_188.jpg,Snorunt,188,Paradox Rift
dataset/Paradox Rift/Paradox Rift_Gholdengo ex_139.jpg,Gholdengo ex,139,Paradox Rift
